text,label
하..,1
모아감,1
재용 무죄선고로 인해 당분간 더 우하향 확정이다.,0
뭐지? 심연을 봤다 생각했는데 지옥이 있었네 ㄷㄷ,0
엄청 팔아서 안오르네 ㅋㅋ,2
240일 이평지지후 반등예상,1
어짜피 올러~~~,1
"음,이러지말지",1
5만원 깨지면 그냥 빼는것도 고려해봐야겠습니다,1
하,1
평단,1
올라가는척 하지마라 다시내려와라 너,1
일론이랑 만나면 그냥 상한가 ㅋㅋ,2
이미 지옥갔다왔는데 무서울게 뭐가있음 컄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
못 따라가는군요,1
올라갈거야,2
와 양키들 진짜 빨리 빨리 다 팔고 꺼지던가,1
딱대,1
퇴각하라 7만전자,1
이걸?,1
"솔직히. 내일 쉬는 날 이였으면 좋겠다 

ㅋㅋ 내일도 지수 박살 나서 

미이너스 늘어 가는거 보기 싫다 

ㅋㅋ ㅡㅡ진짜 52주 최저가 띠딩 소리나면 짜증 ㅋㅋ
모두들 굿밤 내일 삼전 선방하기를

기대는 ㅜㅜ",0
"7만전자 축하~ 급전 필요해서 뺐었는데ㅜㅜ
차트 파도치는 폼 미쳣따",1
외국인과 연기금은 무엇인가 알고있다,1
"5년전 가격으로 가겠네;;
이것이 부사장 파워인가..
소니나 인텔처럼 도태되기 전에 빨리 내치고 정상화 되길...",2
"시작부터 안내리면 좋겠는데 
요즘 2%올리기도 버거워 보이더라구요",1
싸다 일단 사,1
삼전 인버스 없나 풀매수 마려운데,2
"꿈을 꿧어…
삼전 49,000원이 되어있는…",1
엥 여기 뭐 호재잇는걸로아는데 왜안올라 ㅋㅋㅋㅋㅋㅋ 국장진짜 모르겟다,2
"하이닉스보다 못한게 뭐있다고 허구헌날 땅굴 깊이 신기록 이냐?
정신챙겨.",1
"삼전 가격만 보고 사지말고
하닉 웅덩이 생겼을 때 사라
삼전은 대장주 아니다
하닉이 대장주야
미국이랑 반대로 가는 주식이 무슨 대장주야?
코스피도 못따라가는 주식인데",2
오를까요?,1
"근저 6.6 이후 6.9~7.2박스권이지만, 6.6이후 쌍바닥후 7.2이상 탈환은 교과서 대로 전고 돌파 이유  있어보입니다. 스토캐스틱 주봉 에너지 고개들고 있구요. 6.6쌍바닥후 전고 73.6인데 외인, 기관 매수세상 돌파될것같구요. 다음 저항자리가 7.5정도인데 그정도가 코스피 지수 2530정도 자리 보입니다.
일봉 등락은 있어보여도 주봉, 월봉은 가자는 에너지라 지금 내리기도, 사기도 뭐한자리에 보유자 관망 자리로 보입니다. 다들 성투하세요.",2
삼전은코스피지수도못따가는 개씨레기기업,1
비록 1주지만 싸해서 팔길 잘했네...,1
1분만에 쭉 오르네,2
인텔 상황과 삼전 상황중 어느 게 더 최악이냐?,1
코스피 코스닥 음전 ㅋㅋ,1
??ㅋㅋ,1
삼성은 답이업내 빨리 탈출하는게,0
에효,1
팝업참여자가 많아서 그런가보네...,1
"한쿡 사람들 돈 죤내게 많넹
기를 쓰고 쓰러 담네",1
"Dish washing 좋아하는 Korean들 항상 감사합니다

Respectfully,

Mr.Burger",2
10조원 자사주매입하면 8만은 기본아닌가요,1
58갈까요,1
빠져라 이제 난리났다 나중에 돌아와라📉📉📉,1
여기만 시간이 멈취버렸나요?,1
이러다가 주식 천개 되겠어요,1
그래도 삼성이니까..,1
탈출하게 해주세요🙏,0
6만전자 동참해야죠.ㅎ,1
삼전 95주 남음,1
짱나 디지겠네,1
제 우둔함과 무모한 욕심이 화를 불렀어요,1
61900,1
ㅠㅠ,1
본청에서 하청으로 회사 강등 되네,1
난리낫네 ㅋㅋ,1
"이딴게 호재? ㅋㅋㅋㅋㅋㅋㅋㅋ
진짜 답이없네",2
장초반에 샀으면 또 물릴뻔했네 ㅆ ㅑㅇ,1
경제에 도움 하나 못 주면서 폭망시키네.,0
3만가자  70퍼손실  ㅜㅜ,1
아휴 나는망했다,0
한땀한땀 오바로크  장인,1
돔황쳐,0
"더 오를진 모르겠으나, 적당히 밥값 벌고 갑니다",1
👍👍👍,1
또 판다ㅋㅋㅋ,1
외국인이 오늘은 아군이양,2
저는주식접어야겠지요?,1
우리가 바로 삼전!,1
"소각하라!!
 @[NAVER](A035420)  는 자사주 소각 발표 후 상승세",2
정말 ㅋㅋ 내리는건 순간이고 오르는건 정말안오르네,2
"2주 전부터 사고 있는데 바닥이 없어 바닥이!!!
내일이면 4만 찍고 대서특필 되겠지... 🥹",0
"엠비디아 통과관련해서
호의적인 뉴스가
계속나오고
외인과기관이 진공청소기처럼
시장에 나온 매물을 빨아당기는데
이젠 공식적인 발표만이
남은듯",1
"이틀간 일본, 중국, 인도는 1.5~2프로대 상승
한국은 0.2~0.4프로 상승

핼조선 주식시장 언제탈출하실거죠 
심지어 금융위원장이 주주들을 도박쟁이취급함",1
참 답답하다.. 참 답답하다..,1
왜 2주전 차트랑 비슷하게 가냐 내가.꿈꿨나..ㅇ,1
주식모으기 106주,1
역시 외국인들은 들어올생각이. 전혀 없음,1
앞으로 우상향 하겠지만 욕심없이 5퍼먹고 갑니다 건숭하세요 ^^,2
ㅋ 진자,1
가버렷~,1
삼전그냥 외국인한테 넘겨야하나?,1
오늘 코스피 가관이네!,1
"진짜... 존버는 승리하네요.
키움에 평단 9만전자에서 시작해서 
토스로 물타기 하고 둘이합쳐 겨우 평단 6만전자 입니다 ㅋㅋ
떨어졌을때 더들고 갈걸 ㅋㅋㅋ 9만전자에 진입한거 다시생각해도 웃기네요 ㅋㅋㅋ",2
"소문에 사고 뉴스에 팔아라! 라는 말이 있습니다
전 160주 마이너스 보고 털었습니다 
모두 성투하세요 
손절하고 로봇주 항공주 중장비 들어갔어요 
지치네요  모두 성투하세요",0
담배값,1
"원달러 환율은 꽤나 안정적인 모습을

보이고 있는 상황을 봐서는

환율 방어를 하고있는 것인가 생각이 듬. 

- 엔화 같은경우 현재 폭등 하고있는 상황.

- 거래량이 심상치 않음. 우선적으로 
시장이 요동 치는게 이스라엘 이란 전쟁이 불을 붙인거 같은데

여러분들의 의견은 어떠신가요.",2
53000 뚫리면 진짜 위험한데,0
감사,1
정말.. 이럴거면 경영진은 왜 바꾸고 왜 자사주 소각했니? 1조가 아깝다.,1
어떻게 지표위로 올려놔도 내려앉지,1
오늘 많이 떨어지면 물탈려고했던 계획은 수포로 돌아가버렸군...,1
국장에서 손실난거 맨날 미장에서 복구하면 이걸 왜 해야되는거노?,0
"또 개인만,털리네",1
들어가고싶다 !!,1
헐..,1
진짜 국장하는 애들 능지는 개박살나있구나 4만 전자까지 다들 카운트나 하시죠 7 6,0
"외인들
이제는 바닥이라 다지겠지",0
"이제는  힘들구만요...
삼성으로 600백만원  마이너스 보다니.......",1
오늘 날씨 좋네요,2
개미들 슬슬 매물 떨어져갈텐데,1
"한번 주어 봅니다^^
세일기간 이라 생각하고 달려 봅니다",1
휴,1
삼전 너는 쳐다도 보기싫다~,1
게임 주 보다 낮게 평되는게 이해는 안되네요?,1
드디어 망하는구나 ㅋㅋㅋㅋ,1
4가면 삼,1
와 삼전 오늘 선방을 넘어서네요,1
와!!미쳤다,2
"크리스마스 산타들 도  버거형님도
어마무시 대기중
돈ㅂ따리들고 대기중
개미털고 어마무시하게 들어온다네요",1
Gogogogo,1
"설마했는데 더 나락가네요...;;
내일이나
월화까지
하락하다 다시
상승 올각입니다",0
마이너스 이십만원!,1
와우,1
하이닉스는 1년에 70프러가 넘게 올랏는데 넌 머하는 애냐...,1
뭐 보조금을 받던 뭘 하던 난 더이상 삼전에 물안탈끄다,1
쫄리면파시구요ㅎㅎ,1
주식 오늘팔면 판매금 언제받나요?,1
내예상이 틀리지 않았어ㅋㅋ오후되면 66층 갈거란 예상,1
"같은 실수 반복하지 않겠다 6만5천원까지
기다야징",1
미래가 없음.,1
외인은 다팔고 개미만 드글대는데.. 올라가겠습니까,1
주말 동안에 호재 한번 나와줘~~삼전아,2
"신용융자잔고 9천236억원, 
지난달 2일 6천180억원 대비
 49.4% 급증...",1
왜못따라가지?,1
상 한번만 가자,2
떨어지면 또 사야지,1
단타,1
개인전자 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅌㅋㅋㅋㅋㅋㅋ,1
에고 너무 빨리 들어왔나...,1
"에헤이 물타기 실패 ㅠ
예상체결가에 되면 좋긴 한데…..",1
"글치 영차 영차. 삼성아.  힘내. 
힘들지.  응원 빡세게 하니껭 
57만 가서 거기서 버티 이겨내자",2
어제 팔린것에 너무나 감사하네요~  아이구야..,1
"1보 후퇴를 위한 3보 후퇴
그거시 꽃게니까",0
돈이 나온다니?!,1
7만인데 언제쯤 탈출 할 수 있으려나,0
"엔비디아, 삼성 GDDR7 메모리 채택

1. 삼성 GDDR7 메모리, RTX 50 시리즈에 사용
- NVIDIA가 차세대 GeForce RTX 50 ""Blackwell"" GPU에서 삼성의 GDDR7 메모리를 채택했다.  
- 삼성은 SK Hynix와 Micron과 경쟁하여 GDDR7 메모리 채택에 성공했다.  
- RTX 50 시리즈는 데스크톱과 노트북용 모두 삼성 GDDR7을 사용할 예정이며, 노트북용 일부 제품에는 SK Hynix와 Micron 제품도 사용 가능하다.  

2. GDDR7 채택 이유와 성능
- 삼성 메모리의 조기 검증 및 검증 완료가 NVIDIA의 선택에 주요 이유로 작용했다.  
- RTX 5080은 32 Gbps GDDR7 메모리를, RTX 5090은 28 Gbps 메모리를 사용할 예정이다.  
- RTX 5090의 메모리 대역폭은 RTX 4090 대비 78% 증가한 1792 GB/s로 예상된다.  

3. 삼성의 GDDR7 메모리 로드맵
- 삼성은 16Gb 및 24Gb GDDR7 메모리 모듈을 발표했으며, 향후 42.5 Gbps 속도까지 지원할 계획이다.  
- 24Gb 메모리는 추후 리프레시 모델로 추가될 가능성이 있다.  

4. 출시 일정
- NVIDIA의 RTX 50 ""Blackwell"" GPU는 CES 2025에서 발표될 예정이며, 첫 제품은 2025년 1월 출시 예정이다.",2
안오를줄 알았는데 껜또가 빗나갔군... 지금 들어가기는 애매한데...,1
"경영진 교체 하면 안되나요?
좀 전문성이 있는 사람들로다가..",1
개같이 복구 ㅋㅋㅋㅋㅋ,1
"주식은 아무도믿으면안됨 너가 전문적으로 주식을배우고 하루종일 컴퓨터앞에 앉아있을자신이없다면 그리고 직장인,학생이라면 기다려라 기다리는자에게 복이온다.
떨어지면 오를때까지 기다리면된다",1
"에라이~~
오늘도 똥푸고 있네",1
삼전10년동안성장률1.6%,1
19개 무죄,1
"금투세만으론 부족카지 안캇씀둥? 은투세동투세
구리세 알루미늄세 보유세 투자세ᆢ에라이기냥 다뺏으라우 다뺏었씀다래 ??다 ᆢ~~도망갓수다래
날래잡아오라우 스양색이덜",2
외국인 동향 나쁘지 않네요,1
"오만
전자가자",2
원래 사람이 나이를먹을수록 자기가 맞다는 신념만 확고해짐. 새로운것도 받아들이질 않는데 심지어 틀렸다는 소리를 납득하겠음? 그리고 이젠 애국은 미덕이 아님,1
삼전 5년전보다 떨어졌노;;,1
5만전자온다 와~~,1
"55,800원 마감 ?",1
커피값만,1
8만 돌파 ㅊㅊ,2
오늘 삼성타임,1
구조대 오냐!?,1
굿,1
삼전 6만은 안깨진다 수고들,0
외인물량 오진다;;; 오늘도 쭉쭉 빼버리네,2
걱정 ㄴㄴ,1
뭐야 서초딩 날아감?,2
4만전자 가나요 ㄷㄷ;,1
이 꼴통은 뭐지?,1
"isa계좌에 적금 들었다고 생각하고
49900원에 매수해도 2.89 배당금",2
엔디비아에 제한적 공급한다는 게 사실인가요?,1
78이라도 가자,2
6만원 가기가 그렇게 힘드냐 ㅡㅡ,1
삼전은 우리할아버지도 추매하라고함,0
"자사주소각이든 뭐든 해주면 좋겠다.. 
예상보다 돈을 못벌은거지 
돈을 벌긴 많이 벌었더만..",1
이래서 국장은 노답이야,1
조금 매수해봅니다.,2
ㅋㅋ,1
올라봐야..ㅠ,2
조선장 빅숏+미장 빅롱 맞춤ㅋㅋㅋㅋ,1
"기관은 계속 사고 외은 샀다 팔고, 개미들만 죽을똥 살똥 피똥~~",1
설마 끝나겠어? 삼전 망하면 큰타격인데,1
일해라 개미들아~~!!,1
어휴 여기 들어간 내가 죄인이다,1
ㅋ ㅋ ㅋ ㅋ ㅋ ㅋ  미안 아들 엄마는 국장 안하고 미장 간다.... ㅠ ㅠ,2
207에서407원인데 얜 뭐하냐,1
애플 1년 그래프랑 삼전 1년 그래프랑 가관이네,1
그래 3프로 갭출발,1
뉴스나오면 호재임 ㅋㅋ,2
지금 52000원이 정가 같습니다만,1
"56뚫으면 가겟네요
67에서 팔아먹어야겠네요",1
십만전자 가즈아,2
포르르르르르르르르르르르릉!,1
"제발 폭포수처럼 단기간에 더 처박아라
분할매수 들어간다",2
8만뚫고  십만가자~~,2
"국민연금 걷어서 한다는짓이
삼전 방어 ㅋㅋ",1
추매!,0
"42까지 열려있어요

외인 들어올 때 사도 안 늦습니다",1
가즈아!!!,2
제품 광고 혁신을 삼성이 주도하고 있음...,1
화이팅  주주는 아니지만  삼성 힘내세요,1
ㅗㅗㅗㅗㅗㅗ FUCKㅗㅗㅗㅗㅗㅗㅗ,1
진짜 삼쪽이 클라스 미쳤다,2
83층에서 4년동안물타기. 65층으로평단낮추고  내주식에. 80프로. 많은수익은못보고. 반정도분할매도해서. 현금확보. 800주는. 몆년더. 보유할생각입니다  모두들성투하세요. 맘고생은많앗지만. 빨간불보니. 어느정도위로는되네요~~~^^,2
삼전 5프로는 상에 준하는데,1
어휴,1
이거 개미 털때 털린건데 털리길 잘햇네 다시 마이너스 될뻐뉴ㅠㅡ,1
"아제아제봐라삼숑좀가자
나무아미타볼감셈보자",2
"상한가 한번 치고  싶다.  겁나게 치고 싶다, ㅠㅠ  살자고 한일에 죽자고  되면  안돼요.",1
대단하다 ㅋㅋㅋㅋㅋㅋ,1
그냥,1
반등도업네,1
"진심으로 궁금해서 여쭤봐요 :)

호재가 1도 없는데 왜 사시는건가요?

“에이 그래도 시총 1위인데”
“에이 그래도 삼전인데”
“에이 그래도 오르겠지”

혹시나 이 중 하나에 해당된다면
주식을 접고 예적금 하시길 권해드립니다!

반도체 투자하고 싶다면 
엔비디아를 사세요!
하다 못해 SK하닉, TSMC사십쇼

D램이니 메모리니 파운드리니 뭐 알게 뭡니까ㅎ 
오르는 거 사는 사람이 승자죠!

성투하십쇼🔥",2
닉스 년중 최고가 문자 계속오네...,2
와 외국인들 너무한다 못 막겠다,1
내일 들어가야게따,1
"너무 무겁다..
시총1위 주식이란 타이틀 빼면 아무것도아닌..",1
올라갈때 됐다 아제 보여주자,2
내가 쓰는게 삼성이니까,1
왜 떨어질까요?,0
화이팅,1
내려간다~ 저 바닥으로~,1
"와 이정도야 끝까지 버티고있는데
언제 체포되는거야",1
대기업이 이런 개잡주처럼 움직이기도.하네용,0
외국인 기관은 개미랑 절대로 같이안가네😭😭,1
"휴대폰은 이렇게 보시면 마음이 편-안 합니다

저도 물렸습니다 오늘이 제일 싼 주식 삼성 가즈아",2
"미래비전을 장착한 우리 삼전이 발걸음은 과거로 향하고 있구나,
갖혀 있는 기간동안 미래를 위한 준비 공백의 시간이 치명상이 되어 돌아오네요.
다시 일어서서 힘차게 달리는 삼전을 보고 싶어요.
오늘도 모두 성투하셔요.
미래를 책임 질 수능 중인 새싹들 좋은 결과를 빌어봅니다",2
57 찍고 주차해라,1
"그동안 힘들었어서
본전에 털고 나갑니다.
다들 수익 많이 보세요!!",2
"와 외인들 500만주 매수할때나 봐야겠다
삼전이 2달만에 이리 힘없이 무너지네",2
;;;,1
치고 빠지는 구만,1
삼전 현재 수익률 20퍼인데,2
52000 지켜야돼!!!,1
상은 무슨 ;; 20퍼는 기대했는데 10퍼도 못 올리네 에휴,1
기다리면 6만전자 와요 지금 분할매수 계속 하세요,2
..ㅠ,1
Sk하이닉스한테 배워야 할듯 노하우좀,1
@[인텔](US19711013001) @[AMD](US20150102001) 는 잘가는데 왜 우리나라 반도체만 빌빌거리는지 모르겠네요,1
너무하지않냐??,1
막차못타면 떠납니다 ㅋ,2
ㅋㅋㅋㅋㅋㅋㅋ,1
들어간다!!!! 오르자,2
+5퍼센트에서 나오는게 나을까요?,1
"여기쯤이  늘 고점이었는데...;;;;
72000을 못 넘기더라.
그래도 냅두면 또 여기까지는 오던데;;;

힘좀 내요~~~~",2
추매,0
"거꾸로 보니 꾸준한 우상향이네요
다들 힘내세요!!",2
믿음소망사랑 중에 그중에 제일은 사랑이니까.,1
월요일 내리겠누?,1
개미들 매도세 끝나면 질주 시작할 듯,0
애드라 나 너무 무서워 나는 기회라고 생각했단 말아야 말이 안되잖아 자아 우리 다 같이 손을 모아 기도하자 살랴달라고,2
어어 밀지마라,1
아오 찬물끼얹네,1
급 짜증나네요 아침에 한번씩만 보는데 볼때마다 잔액이 줄어드네요 ㅋㅅㅋㅅㅋㅅ,1
1만전자 간다에 나의 쓸모없는 거시기를 건다.,2
29ㅇ00가자,2
토스는 매매수수료가 다른증권사보다 높네,2
모간씨 삼전주식  아주 씨를 말라뿌네,1
삼성은 희망이 없어요 그난ㅇ이대로,1
8만전자 가즈앗~~♡,1
시원하게 날아올라,2
"언제까지 내려갈껀가요?
제발 나를 배신하지 말아줘요.ㅠㅠ",0
삼전이 어쩌다 이리됐누 ㅠ,1
개미들 대단허다,1
이거 실화냐,1
굳,1
적정가 3만8천원,0
드디어 가나용?,1
우예 되겠지 평단 오만 원대로 왔다! 아자!!!,2
이래야 삼성이지,1
물타기 했는데 떠내려가!,1
"50 + 35
가즈아아아아아",2
외인들  주식에 월요일부터 손대지마라,1
.,1
흠,1
아 올해 마지막 장인데 지지부진 ㅡㅡ,1
이제 오늘시기?,1
이번엔 안낚이고 분할매도,0
부모님 추석 용돈 때문에 월급을 다 써서 물 탈 돈이 없다... 그냥... 버틴다,1
오매 삼전 쌀용이형,1
미장 개박살 났는데 삼전이 구해주네 😂,0
젠슨황 말 뭐라고 나왔나요?,1
푸하하하하하하하하허허,1
이제부터 투자하려는데 안늦었을까요?,1
쫄보라 나갑니다,2
이제주도주는  반도체,1
코로나 이전 시절 가격으로 돌아왔네,1
감사,1
오눌 장 마무리 72300,1
77900원에 50프로 익절후 79800원 찍을때 좀 아까웠는데 잘했네^^ 조만간 다시 추매~ㅎ,1
9만은 바라지도않아 85000까지 가보자,2
딴거 안바란다 제발 오늘도 버텨만 다오ㅠㅠㅠ,1
5만대 진입은 자명해보임 ㅇㅇ,1
언제 사야될까 이건,1
"똥파리들 많네. 
삼성 망해라 아주 저주를 퍼붓네.",1
외인 is back,1
와 외인 매도 미쳤네 ㄷㄷ,0
내일 국장 초상치를듯,1
답답하네요,1
"너만 왜그래 82,000원. 가보자",2
"환율하루에 1%씩튀는게 말이되냐..이러다 터키꼴날수가 있음..
알파고씨동생이 의사인대 월6백받고일하다 지금월백받고 일한다던대..;;",1
47가면 제일좋은 그림 ㅎㅎ,2
또올게욯ㅎ,1
기술적반등도못하는개씨레기기업,1
뺄까요?,1
7만가자~~~~,2
이야 이녀석 6만전자 갔네,1
미쳤네,1
물타기 실패,1
모르겠다 어쩌피 인생 망인데 더 나빠질께 뭐있겠어 무지성 매매시작,1
개미들이여 우선 관망하라 굳이 떨어질것을 살리려하는가? 좀 관망하다 들어가라,0
4만5천 입들 벌리고계세요,1
또 글로벌 컨설팅 업체 불러놓고 미래먹거리 준비하겠지? 정말 삼성이 자정능력이 있을지 의문이기도 하다. 옛날의 삼성이 아니잖아~~,1
작년 여름부터 물려있다,1
언젠간 가것지..,1
6자보면 좋겠당,1
"버려야 할  패인가 보다 ,더이상 기대는 ㅠ",1
보합전자🔥,1
외인 매도치는데.....,0
호재가 많고 외국인들이 많이 사들이니 조만간?,2
"나스닥 월요일 상승-갭상승 출발

나스닥 월요일 하락-하락 출발 후 장 내내 끌어올려서 양봉",2
흠 진짜 뭐같네 2차전지 거품 언제빠지냐,2
박살난드아아아아아아아아아아 ㅠㅠㅠㅠ,0
70400에 빠졌다가 육만중반밑으러 떨어지면 또 들어오겠습니다 굿데이,1
74000원에 꿀발렸나요 움직이질않네요,1
5.4에 사서 여기까지 올라오다니 언제 팔아야 할까나,2
다시 내려와줭,1
삼전이 알림뜨는거 첨보네ㅋㅌㅋ,1
이제 본전입니다 ㅠ,1
400만.. 돔황챠 600만이상각이다,0
"참고로 와이프랑 딸한테 양도세 절감 목적으로 2300만원정도 미국주식증여하고도 이정도임.


비결1. 엔비디아 테슬라 애플 bitu(비트코인) 등

비결2. 국장계좌 예수금 0원",2
"어이가 없네 진짜 ㅎㅎ 
두달동안 14조 넘게 팔아치운 외인이 싼맛에 1000억 정도 담근게 무슨 추세 전환이라도 된다는 말이냐? ㅋㅋ 
아예 미등기 임원 이재용이한테 8%올랐다고 감사하다고 큰절이라도 올리지 그러냐? ^^",2
3만원 오면 1000주 대기,1
"이런 기대감이면 크리스마스 전에 
6만 전자 오겠당 ♡♡",1
뭔 매일 천원씩 떨어져..?,1
8만전자로 달려보자,2
공포에 매수 해서 환희에 매도해라,1
물탈돈도없고... 성투하삼요,1
왜 맨날 최저가 거리는지 모르겠지만 좀 올라가봐라,2
ㄷㄷ,1
냠,1
전쟁나나요????????흐헑,1
와 올라갔다..;,2
삼성망했냐,0
81층은 ㅈ살할까요?,1
한번 가보자 니가 이기나 내가 이기나 ㅋ,2
gjj,1
코인은 지금 조정장이라 주식으로 돈이 좀 들어오지 않을까합니다. 미국주식은 많이 올랐으니 많이 떨어진 국내주식으로 유입이 조금 있지않을까요? 그중에서 많이 떨어진 삼전.. 부탁합니다 제발 올라줘,1
내용 없음.,1
2000천주 팔아버린다 올라가라,2
그냥 아이폰 쓸련다….,1
4만전자오면 물타도되겠죠?? 3만까지 가려나???,1
이게 2달 동안 외인 작년 매수량의 절반 조금 넘게 매도해서 나온 주가입니다 ㅋㅋ  환율도 안 좋아서 계속 유입없이 나갈거라 4만대  추매하세요.😢,1
ㅎㅎㅎ,1
와~~~ 오늘도 줄줄이 흘려내리나??,0
앤 안될듯ㅋㅋ,1
걍,1
삼전 오늘 우상향,2
효자녀석~!,1
"실화임?월급 받으면 평단가 낮출라고
했는데 의욕이 없어짐..하",1
가보자 삼송  삼각김밥 먹으러 가보즈아 °°°,2
머임 갑자기,1
"삼전 얘네는 소프트웨어, 디자인 꼬라지 보면
1만전자 가야해 진짜",0
6만전자 간다는 분들 어디감? ㅋ,2
연말은 커녕 11월 중에 5만 깨지겠네,1
74층은 가망없는것인가..,1
"지금은 5만이 아닌 4만 3만도 맞나 싶을정도로 위기로 보입니다. 

파운드리 격차도 너무 벌어졌고 메모리반도체도 하이닉스에 안되고.. 휴대폰도 중국에 안되고 
가전도 엘지 구독서비스 따라한다 부랴부랴;; 

반도체도 이제 하향 싸이클 시작인데 진짜 어떻게 될려고 이러는지..
이러다 인텔처럼 파운드리 매각하는거 아닌지 걱정됩니다. 
삼성의 위기는 국가적 위기인듯 합니다. 잘 살아남으시길..
(외인 물량 너무 받아주지 맙시다ㅜ)",1
"’삼성 줘아요~ ‘
하고 립 서비스좀 해주면 
물린 주주 대탈출 가능인데",0
엉??,1
오랜만에 삼성 다시 매수했습니다 ㅎㅎ,2
이젠 오르는게 이상하다,1
우리 삼성이~~~ 왜이렇게 됬노ㅜㅜ 찬밥 ㅜㅜ,1
이거 못올려,1
"일주일내내 물탓는데
모한거야?!",1
"내 그릇은 내가 제일 잘 알지

아쉽지만 매우 만족",1
수급 개같네,1
우리나라 전쟁나요..?,1
"이 시간에 주주도 아닌데 
이래라 저래라 하면서 커뮤질만 하는 인간",1
6만은 가자,2
이거랑 nc소프트중에 더 전망좋은 주식은?,2
삼성 임원들 자사매입한게 이정도인건가.... 더떨어지겠네,1
외인은 어차피 기관 매도 끝나면 다시 매수세로 돌아옴 더떨어질거라 생각하면 지금 일부 팔았다가 더 내려가면 그때 다시 들어오는것도 나쁘지는 않음,0
조금 씩 담아봅니다,1
반털고 대기,1
기관은 외인보다 더혀 ^^,1
뭐야 국장 망해가네,1
이런 스캠은 단타쳐야지,1
52000원까지는 기다려야 하는 거 아닌가???,1
개인 다 팔아주라 ㅋㅋ 외인 매수 들어온다 ㅋㅋㅋ,2
"올연말부터 조금씩 좋아질거라 생각합니다
반도체가 살아나면서 점점 올라갈것같네요
8만원까지는 모르겠으나 7만원 중반까지는 내년 상반기안에 올라갈것같네요 ^^",2
이정도로 저평가임?,1
박살났네,0
조금씩 물타기.   장기로 가면.  됌. 배당금 4월달 4번째. 받음 🙏,1
지수가 드디어 빨간불켰네,2
계속내리네,0
호재띄우지마..열받으니까  ㅋㅋㅋ,2
주주님들이 부회장 사장들보다 더 삼성맨에 어울리십니다.,1
8월5일 가격으로 왔네 어이없네 ㄷㄷ,1
선반영 끝났나 ㅋㅋㅋ 힘없는 대장주,2
이건 무ㅜ여,1
드디어 파운드리 납품하냐??,1
"곧 5만 가려나 ㅎㅎ
기념으로 한 주 구입",1
저점도 외인들~ 고점도 외인들~~ 이번 고점 향해 간다~~,2
레전드 개잡1주 똥성멸망기원,0
미래사업로봇ai어마하게큰돈이 들어가는데 몇년전부터벌써 계획이되어가는데  추진이잘된다면  미래사업만100조매출이가능하지않을까,1
8만가자..,2
더 올려봐 ..,1
그냥 마이크로스트레티지 처럼 비트코인사고 유상증자해서 또 사자~ 그거 말곤 답이없다,1
아직 저점이 안나와서 지금 타면 안돼,0
"비트코인, 미국주식 사지마라 샀다면 다 팔아라
디지털스레기다 팔고 원화 예적금하고 청약하고 
한국여자랑 결혼하고 빚내서 아파트사고 국장해라",0
한달전에 예금개념으로 산 삼전이 내 계좌 수익률을 방어해줄 줄이야! 생각보다 빨리 올라와서 매도하고 싶지만 팔더라도 엔비디아 퀄 통과까지는 보고 팔겠다.,2
잘한다 잘해 징하게,1
양호해요?,2
재드래곤 무슨 생각일까,1
"다행이건
외국인은 매수
기관이 매도 
기다려봅니다",1
ㅋㅋ 매수하라는 기사보고 다들 매도하는구먼 ~ 똑똑해졌네 개미들,1
외인들은 겁나 사드리는데 뭐가 문제지?,0
에휴,0
애쓰는군,1
다신보지말자,1
괜히 또 사가지고 몇만원 날라갔네,1
또속았다..,1
기부 ㅋㅋㅋㅋ눈치없어?,1
아주 하이닉스랑 둘이서 단짝친구고만,1
시원한🍦하나 고맙😋,1
이참에 외국넘들 쪽박차게 만들자 그동안 마니 해쳐먹었지 우리의 힘을보여주자,1
"10주만 사봤어요
화이팅",1
기관 외인 매집이면 이유가 있으려나요..? 평단 7만인데 물 안타고 다른 주식들 구매하면서 버티는중이네요 ㅋㅋ,1
왜 올라가니 너는,2
ㅎㅎ,1
개미 털기~ 꽉 잡아라,1
애국심,1
"장기투자 가치투자 한다고 ㅈㅇ 함 
남들  미장 다오를때  언젠간 오르겠지  
남들말 안듣고 고집쎔  미장 죽어도 안함   나중에 ㄱ 후회함(엔비디아 30만에서 130만 갈동안)
미장오르면  오늘은  오르겠지  
결론은  안오르고 상대적 박탈감이듬 
 그래도 오르겠지라고 생각하며 
미장 올라도 떨어지고 내려도 떨어지고 
그냥 떨어짐 ㅋㅋ  그냥 
일주일내내 떨어지다가   1000원 오르면  좋아함 
하이닉스 7만에서 20만 갈때동안 
5년동안 1만원 밖에 못오름 ㅋㅋ ;;;   언젠간 오르겟지 
하다가 지금까지 기다림  
올해초 8만6천 갔을때  못팔고 기다림 (오랜만에  빨간색에 흥분했지만 설마 이렇게 오래 기다렸는데 억울하다 10만까지 기다린다 라는 마인드 ㅋ 결국 일주일만에 상승분 반납 다시 6만전자 ㅋ )
지금도  오르겠지  기다림 5년동안 본전 기회비용 바이바이",2
